id,nome,telefone,endereco,cidade,tipo_servico,avaliacao,link_maps,status,created_at,updated_at
53,Foco Reforço Escolar,(79) 99145-1787,·,Aracaju-SE,Escola,,https://www.google.com/maps/place/Foco+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab37b4bd9ce55:0xb3cf3e024e5b3d15!8m2!3d-10.9311894!4d-37.0692647!16s%2Fg%2F11f7l5wyzb!19sChIJVc7ZS3uzGgcRFT1bTgI-z7M?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
54,Saber+ Reforço Escolar,(79) 99121-6394,·,Aracaju-SE,Centro escolar,,https://www.google.com/maps/place/Saber%2B+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab3377b9090b7:0x1a24eeb7030caa71!8m2!3d-10.9377901!4d-37.059037!16s%2Fg%2F11sw_bjbbf!19sChIJt5CQezezGgcRcaoMA7fuJBo?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
55,RETS - Reforço Escolar Tia Sil,(79) 99942-6212,·,Aracaju-SE,Escola de educação geral,,https://www.google.com/maps/place/RETS+-+Refor%C3%A7o+Escolar+Tia+Sil/data=!4m7!3m6!1s0x71ab33eeaafe41b:0x48a36a4c4c889857!8m2!3d-10.9386562!4d-37.0528557!16s%2Fg%2F11wtcjj6dm!19sChIJG-Sv6j6zGgcRV5iITExqo0g?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
56,Reforço Escolar Inspiração - REI,(79) 98871-8111,·,Aracaju-SE,Instituição educacional,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Inspira%C3%A7%C3%A3o+-+REI/data=!4m7!3m6!1s0x71ab383d144e263:0xc6e9fd66696534ac!8m2!3d-10.8975828!4d-37.103639!16s%2Fg%2F11g__57qv0!19sChIJY-JE0YOzGgcRrDRlaWb96cY?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
57,Cantinho da Tia Ceiça - Reforço Escolar,(79) 99103-2795,·,Aracaju-SE,Escola,,https://www.google.com/maps/place/Cantinho+da+Tia+Cei%C3%A7a+-+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab10b588aa901:0x17360066f60ea3c8!8m2!3d-10.9918419!4d-37.1044706!16s%2Fg%2F11v5g6c8r5!19sChIJAamKWAuxGgcRyKMO9mYANhc?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
58,EDUCA+ COMIGO Reforço Escolar | Prof. Sheila Araújo | Matemática e Ciências Biológicas,(79) 99919-6386,·,Aracaju-SE,Escola,"4,9",https://www.google.com/maps/place/EDUCA%2B+COMIGO+Refor%C3%A7o+Escolar+%7C+Prof.+Sheila+Ara%C3%BAjo+%7C+Matem%C3%A1tica+e+Ci%C3%AAncias+Biol%C3%B3gicas/data=!4m7!3m6!1s0x71ab5d847268beb:0xa63eb0587e78b799!8m2!3d-10.9080429!4d-37.0388153!16s%2Fg%2F11p3fwx_g2!19sChIJ64smR9i1GgcRmbd4fliwPqY?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
59,Professora de Matemática- Anízia Victória,(79) 99198-4233,·,Aracaju-SE,Aulas particulares,"5,0",https://www.google.com/maps/place/Professora+de+Matem%C3%A1tica-+An%C3%ADzia+Vict%C3%B3ria/data=!4m7!3m6!1s0x60fbbe9a6e107879:0xe7a1ddcec842d972!8m2!3d-10.9667288!4d-37.069606!16s%2Fg%2F11ry7b0zl2!19sChIJeXgQbpq--2ARctlCyM7doec?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
60,Reforço Escolar DISAS,(79) 99690-9369,"R. Rafael de Aguiar, 598",Aracaju-SE,Escola,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+DISAS/data=!4m7!3m6!1s0x71ab3da7050d843:0x71267e3877122004!8m2!3d-10.9206598!4d-37.0661244!16s%2Fg%2F11fhh9flxn!19sChIJQ9hQcNqzGgcRBCASdzh-JnE?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
61,Reforço Escolar Tia Rosane,(79) 99910-3919,·,Aracaju-SE,Pré-escola,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Tia+Rosane/data=!4m7!3m6!1s0x71ab3f0e98b02ff:0xdd1ce9cbdb0e2d09!8m2!3d-10.9305858!4d-37.0784724!16s%2Fg%2F11t9h34yjy!19sChIJ_wKL6fCzGgcRCS0O28vpHN0?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
62,Curso Mentore,(79) 99815-3414,·,Aracaju-SE,Aulas particulares,"5,0",https://www.google.com/maps/place/Curso+Mentore/data=!4m7!3m6!1s0x71ab3280c3cac25:0xb967d7805ba7fd1!8m2!3d-10.9324929!4d-37.0556519!16s%2Fg%2F11q8s1m81s!19sChIJJaw8DCizGgcR0X-6BXh9lgs?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
63,Reforço Escolar Educa Master,(79) 98153-3710,"R. Urbano Neto, 844 - Sala 07",Aracaju-SE,Aulas particulares,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Educa+Master/data=!4m7!3m6!1s0x71ab139484831b3:0xcec717806cb453a!8m2!3d-10.9671759!4d-37.0434512!16s%2Fg%2F11smv6z2vm!19sChIJszFISDmxGgcROkXLBnhx7Aw?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
64,Curso Determinante,(79) 3248-7636,·,Aracaju-SE,Aulas particulares,"5,0",https://www.google.com/maps/place/Curso+Determinante/data=!4m7!3m6!1s0x71ab1148b66dfd9:0x7ec0c3f2dfcdb3c0!8m2!3d-10.9767331!4d-37.0657964!16s%2Fg%2F11dxbl3jm6!19sChIJ2d9mixSxGgcRwLPN3_LDwH4?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
65,CURSO COMPANY DO ESTUDANTE,(79) 99922-2646,"R. Leopoldo Mesquita, 6",Aracaju-SE,Centro Educacional,"5,0",https://www.google.com/maps/place/CURSO+COMPANY+DO+ESTUDANTE/data=!4m7!3m6!1s0x71ab3a613d6c767:0xf0dc1b134521dd01!8m2!3d-10.9369069!4d-37.0583645!16s%2Fg%2F11jr_nc30j!19sChIJZ8fWE6azGgcRAd0hRRMb3PA?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
66,Espaço Pedagógico Tia Joyce,(79) 99994-4828,·,Aracaju-SE,Centro educacional,"5,0",https://www.google.com/maps/place/Espa%C3%A7o+Pedag%C3%B3gico+Tia+Joyce/data=!4m7!3m6!1s0x71ab36db157ab25:0x237daf8e480d2bd9!8m2!3d-10.9444142!4d-37.063233!16s%2Fg%2F11lyz9jdx8!19sChIJJatXsW2zGgcR2SsNSI6vfSM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
67,Veleiros Reforço Escolar,(79) 99825-5676,·,Aracaju-SE,Escola,"5,0",https://www.google.com/maps/place/Veleiros+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab39708f6a385:0xdfc2200f210d3fc3!8m2!3d-10.9377939!4d-37.1199866!16s%2Fg%2F11j21943cr!19sChIJhaP2CJezGgcRwz8NIQ8gwt8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
68,Reforço Escolar Super Mente,(79) 99874-9040,·,Aracaju-SE,Instituição educacional,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Super+Mente/data=!4m7!3m6!1s0x71ab10bec817b6d:0xfe6095a19f501c93!8m2!3d-10.9726459!4d-37.0671714!16s%2Fg%2F11v4ptnqfj!19sChIJbXuB7AuxGgcRkxxQn6GVYP4?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
69,Reforço Escolar Ideal,(79) 98867-1390,·,Aracaju-SE,Escola de educação geral,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Ideal/data=!4m7!3m6!1s0x71ab3080c0c0e51:0xbd765df49c3212fd!8m2!3d-10.916186!4d-37.071872!16s%2Fg%2F11b6cbg890!19sChIJUQ4MDAizGgcR_RIynPRddr0?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
70,Conceitual Reforço Escolar,(79) 99943-9280,·,Aracaju-SE,Escola preparatória,"4,7",https://www.google.com/maps/place/Conceitual+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab5cc73a18f37:0x4939ec37bba9e6cc!8m2!3d-10.9100078!4d-37.032214!16s%2Fg%2F11mvmysnyl!19sChIJN4-hc8y1GgcRzOapuzfsOUk?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
71,Reforço Escolar Tia Márcia,(79) 99930-7741,R. César Augusto Leite,Aracaju-SE,Educação a domicílio,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Tia+M%C3%A1rcia/data=!4m7!3m6!1s0x71ab17b1baaf445:0x2d21b522d967f67d!8m2!3d-10.9933861!4d-37.100407!16s%2Fg%2F11xvbs2hjj!19sChIJRfSqG3uxGgcRffZn2SK1IS0?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
72,Pí REFORÇO ESCOLAR,(79) 99148-7844,·,Aracaju-SE,Escola,,https://www.google.com/maps/place/P%C3%AD+REFOR%C3%87O+ESCOLAR/data=!4m7!3m6!1s0x71ab269897ba71f:0x2f5de5156862c9d!8m2!3d-10.9262693!4d-37.1061161!16s%2Fg%2F11gf98c1lt!19sChIJH6d7iWmyGgcRnSyGVlHe9QI?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
73,Reforço Escolar,(79) 98852-3879,"AV Quisama 239, R. Oito Ltm Guajara",Aracaju-SE,Centro de educação pré-escolar,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71aadf6ee8ab3f7:0xdfcedb0a9d1f8fa0!8m2!3d-10.8952824!4d-37.1584577!16s%2Fg%2F11r_vq8bhm!19sChIJ97OK7vatGgcRoI8fnQrbzt8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
74,Reforço Escolar Moranguinho,(79) 98852-0540,·,Aracaju-SE,Escola,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Moranguinho/data=!4m7!3m6!1s0x71aad586f17c0c5:0xca5f99050e1c7024!8m2!3d-10.8912796!4d-37.1427882!16s%2Fg%2F11s4536r7p!19sChIJxcAXb1itGgcRJHAcDgWZX8o?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
75,Saber Educar,(79) 3217-4553,"R. Milton Emílio de Goes Filho, 24",Aracaju-SE,Aulas particulares,"5,0",https://www.google.com/maps/place/Saber+Educar/data=!4m7!3m6!1s0x71ab3baa8f89591:0x16b888ef89f05f50!8m2!3d-10.9468692!4d-37.0649093!16s%2Fg%2F11fm5v03b5!19sChIJkZX4qLqzGgcRUF_wie-IuBY?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
76,Reforço Escolar Tia Elisa,(79) 99801-4879,·,Aracaju-SE,Escola mista,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Tia+Elisa/data=!4m7!3m6!1s0x71aadd97bfed2f7:0x595a2451595c0a2f!8m2!3d-10.9158734!4d-37.133367!16s%2Fg%2F11shkd3fy1!19sChIJ99L-e9mtGgcRLwpcWVEkWlk?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
77,Reforço Escolar Semear Profª Jaci Mourato,(79) 99875-6663,·,Aracaju-SE,Escola de educação geral,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Semear+Prof%C2%AA+Jaci+Mourato/data=!4m7!3m6!1s0x71ab1965cfceb27:0x22ff1271576410fb!8m2!3d-11.010233!4d-37.0894578!16s%2Fg%2F11ldwjjh7h!19sChIJJ-v8XJaxGgcR-xBkV3ES_yI?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
78,Cantinho tia Clarissa,(79) 99822-6090,·,Aracaju-SE,Centro de educação pré-escolar,"5,0",https://www.google.com/maps/place/Cantinho+tia+Clarissa/data=!4m7!3m6!1s0x71ab3ac3e0243d1:0xf410ffa830cc3530!8m2!3d-10.8973308!4d-37.0578471!16s%2Fg%2F11nmgzrxcg!19sChIJ0UMCPqyzGgcRMDXMMKj_EPQ?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
79,Espaço Educare Reforço Escolar,(79) 99940-1255,·,Aracaju-SE,Escola de educação geral,,https://www.google.com/maps/place/Espa%C3%A7o+Educare+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab5d23da3c023:0x2ee4f897f600e98f!8m2!3d-10.9087029!4d-37.0238574!16s%2Fg%2F11w2pqg0v4!19sChIJI8CjPdK1GgcRj-kA9pf45C4?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
80,Reforço Escolar Reforça+,(79) 99192-2809,·,Aracaju-SE,Escola de educação geral,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Refor%C3%A7a%2B/data=!4m7!3m6!1s0x7054dbeba9de3fb:0xe874243b8681bb!8m2!3d-10.8599311!4d-37.0821421!16s%2Fg%2F11vyg5w5py!19sChIJ--Odur5NBQcRu4GGOyR06AA?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
81,Jardim Escola Carrossel,(79) 99611-4002,·,Aracaju-SE,Escola,"5,0",https://www.google.com/maps/place/Jardim+Escola+Carrossel/data=!4m7!3m6!1s0x71ab125e384dec9:0x6e195d331f46779f!8m2!3d-10.9906025!4d-37.0517397!16s%2Fg%2F11c59_jgyf!19sChIJyd6E4yWxGgcRn3dGHzNdGW4?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
82,Pequeno Jardim Espaço Pedagógico,(79) 99967-3552,·,Aracaju-SE,Escola,,https://www.google.com/maps/place/Pequeno+Jardim+Espa%C3%A7o+Pedag%C3%B3gico/data=!4m7!3m6!1s0x71ab1e36d5ec9bd:0x411e9ce5a6b885f4!8m2!3d-10.9720913!4d-37.086668!16s%2Fg%2F11k53pwq45!19sChIJvclebeOxGgcR9IW4puWcHkE?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
83,Reforço escolar,(79) 98873-1354,·,Aracaju-SE,Centro Educacional,"4,7",https://www.google.com/maps/place/Refor%C3%A7o+escolar/data=!4m7!3m6!1s0x71ab362a72421e5:0xc759531261c7d04e!8m2!3d-10.9366866!4d-37.1245307!16s%2Fg%2F11rnk6ljvw!19sChIJ5SEkp2KzGgcRTtDHYRJTWcc?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
84,Curso No Alvo,(79) 99107-2569,·,Aracaju-SE,Escola particular,,https://www.google.com/maps/place/Curso+No+Alvo/data=!4m7!3m6!1s0x71ab397d0c0ed65:0x9d5ebbd622680b6c!8m2!3d-10.9726735!4d-37.0432926!16s%2Fg%2F11fl46pns3!19sChIJZe3A0JezGgcRbAtoIta7Xp0?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
85,Escola Gente Miúda e Genial,(79) 3224-3538,·,Aracaju-SE,Escola de ensino fundamental,,https://www.google.com/maps/place/Escola+Gente+Mi%C3%BAda+e+Genial/data=!4m7!3m6!1s0x71ab3826adf4dc7:0x36ffc8514d2dff3!8m2!3d-10.9211489!4d-37.0463891!16s%2Fg%2F1vknpl64!19sChIJx03faoKzGgcR89_SFIX8bwM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
86,Reforço escolar com Mayara,(79) 99834-5613,·,Aracaju-SE,Aulas particulares,,https://www.google.com/maps/place/Refor%C3%A7o+escolar+com+Mayara/data=!4m7!3m6!1s0x4181dd7418ef5011:0x91faf789c83c4519!8m2!3d-11.0060078!4d-37.1013934!16s%2Fg%2F11x1z37dzl!19sChIJEVDvGHTdgUERGUU8yIn3-pE?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
87,Reforço Escolar Tia Jaque,(79) 98852-4761,"Av. Eng. Luciano Santana Galvão, 156",Aracaju-SE,Escola de educação geral,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Tia+Jaque/data=!4m7!3m6!1s0x7054df5b9b82383:0x7c8f65b847ac635a!8m2!3d-10.8459956!4d-37.0546163!16s%2Fg%2F11y6fdgp68!19sChIJgyO4ufVNBQcRWmOsR7hlj3w?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
88,"Reforço Escolar ""Construindo saberes",(79) 98859-6710,·,Aracaju-SE,Ensino Fundamental,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+%22Construindo+saberes/data=!4m7!3m6!1s0x71ab1172c8fe685:0xfe4e94d07e1bc6ef!8m2!3d-11.0265167!4d-37.0946294!16s%2Fg%2F11rr27r6xf!19sChIJheaPLBexGgcR78YbftCUTv4?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
89,Instituto Caminhando com Propósito,(79) 99645-6368,·,Aracaju-SE,Centro educacional,"5,0",https://www.google.com/maps/place/Instituto+Caminhando+com+Prop%C3%B3sito/data=!4m7!3m6!1s0x71ab3bab3a3e5c9:0xd1f83a71c75a4447!8m2!3d-10.8824552!4d-37.0782887!16s%2Fg%2F11y2h7l2qn!19sChIJyeWjs7qzGgcRR0Rax3E6-NE?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
90,Oficina do saber,(79) 99990-0543,·,Aracaju-SE,Escola de educação geral,,https://www.google.com/maps/place/Oficina+do+saber/data=!4m7!3m6!1s0x71ab18eab6aa72d:0x3e46782edcdf10ee!8m2!3d-10.9852518!4d-37.0545199!16s%2Fg%2F11ldtfwl40!19sChIJLadqq46xGgcR7hDf3C54Rj4?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
91,Reforço Escolar Tia Adriana,(79) 98805-7385,"Av. Perimetral I, 2803",Aracaju-SE,Escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Tia+Adriana/data=!4m7!3m6!1s0x7054dad293a49f1:0x5d802901f12494e1!8m2!3d-10.8328664!4d-37.0834048!16s%2Fg%2F11cjhrgr46!19sChIJ8Uk6Ka1NBQcR4ZQk8QEpgF0?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
92,CCPA,(79) 3217-6161,·,Aracaju-SE,Escola particular,,https://www.google.com/maps/place/CCPA/data=!4m7!3m6!1s0x71ab3eb256269c9:0x60cabd8507540eb!8m2!3d-10.937819!4d-37.0582416!16s%2Fg%2F1tltmkt7!19sChIJyWliJeuzGgcR60B1UNirDAY?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
93,Ane Reforço Escolar,(79) 98829-8386,·,Aracaju-SE,Aulas particulares,,https://www.google.com/maps/place/Ane+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x4d045d10f96418f3:0xfbf5384b438e1d2!8m2!3d-11.0060078!4d-37.1013934!16s%2Fg%2F11vwn6qxtj!19sChIJ8xhk-RBdBE0R0uE4tIRTvw8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
94,Colégio Intellectus,(79) 98131-8931,·,Aracaju-SE,Escola particular,,https://www.google.com/maps/place/Col%C3%A9gio+Intellectus/data=!4m7!3m6!1s0x71ab3fa1d2d89f1:0xa79e7628b1c80d93!8m2!3d-10.9729499!4d-37.0428029!16s%2Fg%2F1thw_n1_!19sChIJ8YktHfqzGgcRkw3IsSh2nqc?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
95,REFORÇO ESCOLAR ÂNCORA,(79) 99641-7960,·,Aracaju-SE,Escola de ensino médio,,https://www.google.com/maps/place/REFOR%C3%87O+ESCOLAR+%C3%82NCORA/data=!4m7!3m6!1s0x22e0739cece97355:0xf8e49e2fbb70f7ce!8m2!3d-14.4095262!4d-51.31668!16s%2Fg%2F11t3gf8147!19sChIJVXPp7Jxz4CIRzvdwuy-e5Pg?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
96,Reforço Escolar Patotinha,(79) 99894-8550,·,Aracaju-SE,Escola de ensino fundamental,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Patotinha/data=!4m7!3m6!1s0x71abb09123b663d:0x91828e585e9d4a15!8m2!3d-11.042727!4d-37.1040617!16s%2Fg%2F11m7bktzb5!19sChIJPWY7Egm7GgcRFUqdXliOgpE?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
97,"Aprender em Casa, Aula Particular e Reforço Escolar de Matemática e Português Belo Horizonte BH",(31) 99235-6882,"R. Grão Mogol, 320 - sala 504",BELO HORIZONTE-MG,Aulas particulares,"4,9","https://www.google.com/maps/place/Aprender+em+Casa,+Aula+Particular+e+Refor%C3%A7o+Escolar+de+Matem%C3%A1tica+e+Portugu%C3%AAs+Belo+Horizonte+BH/data=!4m7!3m6!1s0xa69742bb30fdc7:0x95699e8ddc22ef3a!8m2!3d-19.9425991!4d-43.9328891!16s%2Fg%2F11fk8d_pdm!19sChIJx_0wu0KXpgAROu8i3I2eaZU?authuser=0&hl=pt-BR&rclk=1",novo,2026-01-27 14:07:53,2026-01-27 14:07:53
98,ELLO - Aula Particular e Reforço Escolar - Em casa (BH) e Online,(31) 2510-0035,·,BELO HORIZONTE-MG,Aulas particulares,"5,0",https://www.google.com/maps/place/ELLO+-+Aula+Particular+e+Refor%C3%A7o+Escolar+-+Em+casa+%28BH%29+e+Online/data=!4m7!3m6!1s0xa699cfb36a4ae1:0xfbf930ab13f34444!8m2!3d-19.9428946!4d-43.9325768!16s%2Fg%2F1q69sx5r7!19sChIJ4Upqs8-ZpgARRETzE6sw-fs?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
99,Evolvedu - Aulas particulares e Reforço Escolar,(31) 99252-8613,·,BELO HORIZONTE-MG,Aulas particulares,"5,0",https://www.google.com/maps/place/Evolvedu+-+Aulas+particulares+e+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0xa69b3de141d941:0xe2ce5915bc88e090!8m2!3d-19.8719529!4d-43.9330043!16s%2Fg%2F11mvsmd9tm!19sChIJQdlB4T2bpgARkOCIvBVZzuI?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
100,Naipe BH - Reforço Escolar,(31) 98726-3000,"R. Turquesa, 1356",BELO HORIZONTE-MG,Aulas particulares,"5,0",https://www.google.com/maps/place/Naipe+BH+-+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0xa6971048d025ef:0xff6af655f6f42283!8m2!3d-19.9275948!4d-43.9707908!16s%2Fg%2F11h0wjz6x!19sChIJ7yXQSBCXpgARgyL09lX2av8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
101,Centro De Reforço Escolar Serrano,(31) 99305-6871,·,BELO HORIZONTE-MG,Centro educacional,"5,0",https://www.google.com/maps/place/Centro+De+Refor%C3%A7o+Escolar+Serrano/data=!4m7!3m6!1s0xa6915a36fe625f:0x328f24908ffc8e35!8m2!3d-19.8796031!4d-44.0126062!16s%2Fg%2F11f3_zg80_!19sChIJX2L-NlqRpgARNY78j5AkjzI?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
102,Motivar Acompanhamento e Reforço escolar,(31) 98396-7927,"R. Prof. Massanielo Santos, 300",BELO HORIZONTE-MG,Aulas particulares,"5,0",https://www.google.com/maps/place/Motivar+Acompanhamento+e+Refor%C3%A7o+escolar/data=!4m7!3m6!1s0xa69170f72b7b5b:0xc75cd2530168ffe9!8m2!3d-19.8321067!4d-43.9571958!16s%2Fg%2F11ydwwd7p5!19sChIJW3sr93CRpgAR6f9oAVPSXMc?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
103,Flow - Centro de Aprendizagem,(31) 98789-5804,"R. Eng. José Guimarães, 72",BELO HORIZONTE-MG,Aulas particulares,"5,0",https://www.google.com/maps/place/Flow+-+Centro+de+Aprendizagem/data=!4m7!3m6!1s0xa691fcf2c383d5:0x6bdebe21d2892db!8m2!3d-19.8152884!4d-43.9719278!16s%2Fg%2F11fcsqt1zr!19sChIJ1YPD8vyRpgAR25IoHeLrvQY?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
104,Homework Time (Reforço e acompanhamento escolar),(31) 99717-9399,"R. Sul de Minas, 13",BELO HORIZONTE-MG,Aulas particulares,"5,0",https://www.google.com/maps/place/Homework+Time+%28Refor%C3%A7o+e+acompanhamento+escolar%29/data=!4m7!3m6!1s0xa691532b779ae3:0x5bdb481d1231b1ff!8m2!3d-19.8369842!4d-43.9790232!16s%2Fg%2F11pkg0t0x0!19sChIJ45p3K1ORpgAR_7ExEh1I21s?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
105,Tutores Belo Horizonte Palmares Reforço Escolar - Aulas Particular - Tutoria,(31) 98940-1968,"Av. Bernardo de Vasconcelos, 2040",BELO HORIZONTE-MG,Aulas particulares,"5,0",https://www.google.com/maps/place/Tutores+Belo+Horizonte+Palmares+Refor%C3%A7o+Escolar+-+Aulas+Particular+-+Tutoria/data=!4m7!3m6!1s0xa691a00288c997:0x4688c7b035d6a658!8m2!3d-19.878791!4d-43.9344917!16s%2Fg%2F11hy9vg588!19sChIJl8mIAqCRpgARWKbWNbDHiEY?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
106,Reforço Escolar Especializado Heliópolis BH,(31) 99950-8924,"Rua Tenente Edmundo Messeder, 65",BELO HORIZONTE-MG,Aulas particulares,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Especializado+Heli%C3%B3polis+BH/data=!4m7!3m6!1s0xa69b88107afc01:0x2fbed9f7a1a9811d!8m2!3d-19.846215!4d-43.9391328!16s%2Fg%2F11sf010sb9!19sChIJAfx6EIibpgARHYGpoffZvi8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
